PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,b_umd,ivol,tvol,R2,exret,TICKER
91683,20141006,252,-0.5308%,-0.0001,0.8464,0.2403,-0.1265,-0.4844,1.2593%,1.3637%,14.7257%,-0.2295%,SBH
91683,20141007,252,-0.8894%,-0.0000,0.8303,0.2432,-0.1280,-0.4773,1.2593%,1.3632%,14.6731%,0.5235%,SBH
91683,20141008,252,0.5384%,-0.0000,0.8080,0.2581,-0.1030,-0.4795,1.2581%,1.3580%,14.1738%,-0.7521%,SBH
91683,20141009,252,-1.6066%,0.0000,0.8020,0.2568,-0.0935,-0.4723,1.2576%,1.3611%,14.6383%,0.2331%,SBH
91683,20141010,252,0.5080%,0.0001,0.7815,0.2736,-0.0595,-0.4601,1.2607%,1.3593%,13.9716%,1.4456%,SBH
91683,20141013,252,-1.2274%,0.0000,0.7913,0.2322,-0.0896,-0.4496,1.2613%,1.3601%,13.9967%,-0.7625%,SBH
91683,20141014,252,1.4620%,0.0001,0.7982,0.2455,-0.0921,-0.4718,1.2620%,1.3630%,14.2745%,0.6681%,SBH
91683,20141015,252,0.2882%,0.0001,0.7797,0.2387,-0.0839,-0.4443,1.2573%,1.3546%,13.8456%,-0.1864%,SBH
91683,20141016,252,1.2572%,0.0002,0.7789,0.2586,-0.0717,-0.4534,1.2580%,1.3556%,13.8821%,0.7055%,SBH
91683,20141017,252,0.8514%,0.0001,0.7788,0.2271,-0.0895,-0.4358,1.2576%,1.3537%,13.6983%,0.8448%,SBH
91683,20141020,252,2.9195%,0.0002,0.8036,0.2240,-0.1133,-0.4614,1.2644%,1.3657%,14.2817%,2.1342%,SBH
91683,20141021,252,0.1367%,0.0002,0.7744,0.2391,-0.1098,-0.4437,1.2665%,1.3655%,13.9662%,-1.2403%,SBH
91683,20141022,252,-0.8191%,0.0002,0.7621,0.2399,-0.1043,-0.4229,1.2661%,1.3649%,13.9595%,0.3367%,SBH
91683,20141023,252,0.0688%,0.0002,0.7471,0.2385,-0.0953,-0.4103,1.2677%,1.3647%,13.7074%,-1.0542%,SBH
91683,20141024,252,-0.0344%,0.0001,0.7467,0.2379,-0.0942,-0.4098,1.2677%,1.3643%,13.6650%,0.0148%,SBH
91683,20141027,252,0.3784%,0.0002,0.7464,0.2354,-0.0977,-0.4084,1.2678%,1.3643%,13.6560%,0.6005%,SBH
91683,20141028,252,0.4798%,0.0002,0.7399,0.2069,-0.1221,-0.4087,1.2666%,1.3629%,13.6319%,-1.0351%,SBH
91683,20141029,252,-0.4093%,0.0002,0.7436,0.2023,-0.1277,-0.4090,1.2656%,1.3628%,13.7510%,-0.1050%,SBH
91683,20141030,252,0.1712%,0.0002,0.7426,0.2082,-0.1282,-0.4035,1.2646%,1.3626%,13.8637%,-0.3916%,SBH
91683,20141031,252,0.2051%,0.0001,0.7358,0.2067,-0.1305,-0.4000,1.2652%,1.3626%,13.7820%,-0.7524%,SBH
91683,20141103,252,-0.3412%,0.0002,0.7419,0.1937,-0.1291,-0.4031,1.2624%,1.3600%,13.8418%,-0.1479%,SBH
91683,20141104,252,-2.4307%,0.0001,0.7615,0.1916,-0.1324,-0.4382,1.2685%,1.3685%,14.0832%,-1.9698%,SBH
91683,20141105,252,2.0351%,0.0001,0.7745,0.1918,-0.0813,-0.4387,1.2733%,1.3737%,14.0884%,1.7930%,SBH
91683,20141106,252,1.2036%,0.0002,0.7754,0.1886,-0.0955,-0.4379,1.2744%,1.3751%,14.1065%,0.8599%,SBH
91683,20141107,252,-1.1213%,0.0001,0.7588,0.1799,-0.1123,-0.4049,1.2780%,1.3756%,13.6778%,-1.5582%,SBH
91683,20141110,252,-1.4433%,0.0000,0.7634,0.1792,-0.1071,-0.4319,1.2815%,1.3775%,13.4547%,-1.5301%,SBH
91683,20141111,252,-0.0697%,-0.0001,0.7694,0.1834,-0.0941,-0.4498,1.2586%,1.3567%,13.9314%,-0.3319%,SBH
91683,20141112,252,2.4773%,-0.0001,0.7712,0.2086,-0.0879,-0.4645,1.2654%,1.3649%,14.0479%,2.1605%,SBH
91683,20141113,252,3.5751%,0.0001,0.7611,0.1303,-0.1730,-0.4397,1.2884%,1.3816%,13.0356%,3.9402%,SBH
91683,20141114,252,-0.6246%,0.0001,0.7634,0.1208,-0.1598,-0.4230,1.2865%,1.3799%,13.0808%,-0.9664%,SBH
91683,20141117,252,-1.5878%,0.0000,0.7671,0.1363,-0.1653,-0.4444,1.2884%,1.3832%,13.2437%,-1.1385%,SBH
91683,20141118,252,0.2017%,-0.0000,0.7653,0.1371,-0.1679,-0.4353,1.2880%,1.3831%,13.2809%,0.0299%,SBH
91683,20141119,252,1.8115%,0.0000,0.7647,0.1044,-0.1989,-0.4318,1.2937%,1.3871%,13.0152%,2.0635%,SBH
91683,20141120,252,1.3509%,0.0001,0.7718,0.1121,-0.1995,-0.4497,1.2943%,1.3895%,13.2405%,0.7038%,SBH
91683,20141121,252,1.0728%,0.0001,0.7776,0.1015,-0.2138,-0.4667,1.2945%,1.3902%,13.2892%,0.5592%,SBH
91683,20141124,252,0.3216%,0.0000,0.7768,0.0995,-0.2242,-0.4792,1.2925%,1.3881%,13.2980%,-0.1528%,SBH
91683,20141125,252,0.2244%,0.0000,0.7737,0.1024,-0.2197,-0.4736,1.2927%,1.3880%,13.2575%,0.5017%,SBH
91683,20141126,252,-0.5438%,0.0000,0.7754,0.1051,-0.2172,-0.4807,1.2930%,1.3885%,13.2837%,-0.4278%,SBH
91683,20141128,252,1.8012%,0.0001,0.7454,0.0473,-0.3125,-0.4220,1.3019%,1.3928%,12.6205%,2.5400%,SBH
91683,20141201,252,-2.2433%,0.0001,0.7591,0.0558,-0.3424,-0.4556,1.3028%,1.3994%,13.3225%,-1.2014%,SBH
91683,20141202,252,-1.1959%,0.0000,0.7616,0.0440,-0.3658,-0.4807,1.3055%,1.4012%,13.1927%,-1.3306%,SBH
91683,20141203,252,0.2290%,0.0000,0.7619,0.0412,-0.3763,-0.4914,1.3047%,1.4006%,13.2176%,-0.1328%,SBH
91683,20141204,252,0.0979%,0.0001,0.7553,0.0405,-0.3708,-0.4730,1.3053%,1.4006%,13.1341%,0.7277%,SBH
91683,20141205,252,0.3587%,0.0001,0.7462,0.0528,-0.3722,-0.4629,1.3047%,1.3994%,13.0791%,0.4381%,SBH
91683,20141208,252,-0.4873%,0.0001,0.7310,0.0537,-0.3597,-0.4339,1.3055%,1.3991%,12.9370%,0.7787%,SBH
91683,20141209,252,0.3265%,0.0002,0.7348,0.0451,-0.3650,-0.4391,1.3049%,1.3989%,12.9956%,-0.1252%,SBH
91683,20141210,252,-0.2603%,0.0003,0.7022,0.0364,-0.3622,-0.3961,1.3048%,1.3951%,12.5231%,1.2843%,SBH
91683,20141211,252,1.5334%,0.0003,0.7135,0.0330,-0.3648,-0.3950,1.3059%,1.3982%,12.7580%,1.1991%,SBH
91683,20141212,252,-0.8676%,0.0002,0.7277,0.0133,-0.4002,-0.4278,1.3022%,1.3978%,13.2204%,0.0230%,SBH
91683,20141215,252,-1.8476%,0.0001,0.7400,0.0088,-0.4112,-0.4463,1.3040%,1.4027%,13.5710%,-1.2369%,SBH
91683,20141216,252,0.0330%,0.0002,0.7382,0.0228,-0.3961,-0.4488,1.3042%,1.4027%,13.5500%,0.5898%,SBH
91683,20141217,252,2.1129%,0.0000,0.7553,0.0121,-0.3772,-0.4487,1.2780%,1.3860%,14.9804%,0.1707%,SBH
91683,20141218,252,0.0323%,-0.0001,0.6774,0.0788,-0.3495,-0.4077,1.2724%,1.3690%,13.6157%,-1.7021%,SBH
91683,20141219,252,0.0000%,-0.0001,0.6701,0.0855,-0.3458,-0.3909,1.2725%,1.3688%,13.5710%,-0.6275%,SBH
91683,20141222,252,0.9373%,-0.0001,0.6706,0.0982,-0.3391,-0.3852,1.2729%,1.3700%,13.6756%,0.7413%,SBH
91683,20141223,252,-0.1601%,-0.0001,0.6735,0.1037,-0.3445,-0.3883,1.2712%,1.3696%,13.8484%,-0.2776%,SBH
91683,20141224,252,-0.9301%,-0.0001,0.6796,0.0994,-0.3475,-0.4033,1.2718%,1.3708%,13.9289%,-0.7897%,SBH
91683,20141226,252,-0.4856%,-0.0001,0.6750,0.1051,-0.3293,-0.3986,1.2717%,1.3693%,13.7487%,-0.8663%,SBH
91683,20141229,252,1.0085%,-0.0001,0.6785,0.1137,-0.3068,-0.4052,1.2729%,1.3705%,13.7454%,1.0166%,SBH
91683,20141230,252,0.0000%,-0.0001,0.6765,0.1167,-0.2997,-0.4024,1.2731%,1.3705%,13.7068%,0.3938%,SBH
91683,20141231,252,-0.9984%,-0.0001,0.6815,0.1127,-0.2887,-0.3959,1.2738%,1.3717%,13.7621%,-0.7364%,SBH
